[[ 4, 6, 10, 18, 34, 66 ],'<2, 1>',x^14 + x^13 + x^9 + x^7*y + x^6 + x^5 + x^3 + x*y + y^2 + y]
[[ 2, 6, 2, 26, 22, 66 ],'<2, 1>',x^13 + x^11 + x^10 + x^7*y + x^7 + x^6 + x^2 + x*y + y^2 + y + 1]
[[ 2, 6, 2, 26, 22, 66 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^5 + x^4 + x^3*y + x^2 + x + y^2 + y + 1]
[[ 2, 6, 2, 26, 22, 66 ],'<2, 1>',x^14 + x^12 + x^11 + x^10 + x^7*y + x^7 + x^6 + x^5 + x^4*y + x^4 + x^3*y + x^2*y + x^2 + y^2 + y + 1]
[[ 6, 6, 6, 18, 26, 78 ],'<2, 1>',x^12 + x^9 + x^7*y + x^7 + x^3 + x^2 + x*y + x + y^2 + y]
[[ 2, 6, 8, 18, 52, 78 ],'<2, 1>',x^14 + x^12 + x^9 + x^7*y + x^7 + x^6 + x^4 + x^3 + x^2 + x*y + x + y^2 + y]
[[ 2, 6, 8, 18, 52, 78 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^4 + x^3 + x^2 + x*y + x + y^2 + y + 1]
[[ 2, 10, 2, 26, 32, 82 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^3 + x*y + y^2 + y + 1]
[[ 4, 6, 16, 18, 34, 102 ],'<2, 1>',x^11 + x^10 + x^8 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^3 + x^2 + x*y + y^2 + y]
[[ 4, 6, 16, 34, 44, 30 ],'<2, 1>',x^12 + x^11 + x^8 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^2 + x*y + x + y^2 + y]
[[ 2, 6, 2, 18, 32, 102 ],'<2, 1>',x^14 + x^11 + x^9 + x^7*y + x^7 + x^5 + x^4 + x^3 + x^2 + x*y + x + y^2 + y + 1]
[[ 2, 6, 14, 34, 42, 78 ],'<2, 1>',x^14 + x^11 + x^10 + x^7*y + x^6 + x^5 + x^4 + x^3 + x^2 + x*y + x + y^2 + y]
[[ 4, 6, 10, 18, 24, 90 ],'<2, 1>',x^12 + x^9 + x^8 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^3 + x^2 + x*y + y^2 + y]
[[ 4, 10, 10, 10, 44, 34 ],'<2, 1>',x^11 + x^10 + x^9 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^3 + x*y + x + y^2 + y + 1]
[[ 2, 10, 2, 10, 32, 70 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^7*y + x^7 + x^6 + x^4 + x^3 + x*y + x + y^2 + y + 1]
[[ 2, 10, 2, 10, 32, 70 ],'<2, 1>',x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^6 + x^4*y + x^4 + x^3*y + x^3 + x^2*y + x^2 + x + y^2 + y + 1]
[[ 4, 6, 10, 26, 44, 126 ],'<2, 1>',x^13 + x^10 + x^9 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^2 + x*y + x + y^2 + y]
[[ 4, 6, 4, 18, 34, 66 ],'<2, 1>',x^12 + x^9 + x^8 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^3 + x^2 + x*y + y^2 + y + 1]
[[ 2, 6, 14, 18, 32, 66 ],'<2, 1>',x^14 + x^11 + x^8 + x^7*y + x^7 + x^6 + x^5 + x^3 + x^2 + x*y + x + y^2 + y]
[[ 2, 6, 2, 18, 32, 90 ],'<2, 1>',x^14 + x^13 + x^11 + x^8 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^3 + x*y + y^2 + y + 1]
[[ 2, 6, 2, 18, 32, 90 ],'<2, 1>',x^14 + x^13 + x^12 + x^9 + x^7*y + x^7 + x^6 + x^5 + x^4*y + x^4 + x^3*y + x^2*y + x^2 + y^2 + y + 1]
[[ 4, 6, 10, 26, 24, 54 ],'<2, 1>',x^13 + x^11 + x^8 + x^7*y + x^7 + x^6 + x^5 + x^3 + x^2 + x*y + x + y^2 + y + 1]
[[ 4, 6, 10, 26, 24, 54 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^6 + x^4*y + x^4 + x^3*y + x^3 + x^2*y + y^2 + y]
[[ 4, 6, 10, 34, 34, 66 ],'<2, 1>',x^12 + x^9 + x^8 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^3 + x*y + x + y^2 + y + 1]
[[ 4, 6, 10, 34, 34, 66 ],'<2, 1>',x^12 + x^10 + x^9 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^3*y + x^3 + x + y^2 + y + 1]
[[ 4, 6, 10, 18, 44, 78 ],'<2, 1>',x^13 + x^11 + x^8 + x^7*y + x^7 + x^6 + x^4 + x^3 + x^2 + x*y + x + y^2 + y + 1]
[[ 4, 6, 10, 18, 44, 78 ],'<2, 1>',x^11 + x^10 + x^8 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^3*y + x^3 + x + y^2 + y + 1]
[[ 2, 6, 2, 10, 22, 90 ],'<2, 1>',x^14 + x^12 + x^8 + x^7*y + x^7 + x^5 + x^4 + x^3 + x^2 + x*y + x + y^2 + y]
[[ 2, 6, 2, 26, 32, 90 ],'<2, 1>',x^14 + x^11 + x^8 + x^7*y + x^7 + x^6 + x^4 + x^3 + x^2 + x*y + x + y^2 + y]
[[ 4, 6, 10, 18, 34, 78 ],'<2, 1>',x^7*y + x^4 + x*y + y^2 + y]
[[ 4, 6, 10, 18, 34, 78 ],'<2, 1>',x^13 + x^10 + x^9 + x^7*y + x^7 + x^6 + x^5 + x^3*y + x^3 + x^2 + x + y^2 + y]
[[ 4, 6, 10, 18, 34, 78 ],'<2, 1>',x^14 + x^13 + x^12 + x^10 + x^9 + x^7*y + x^6 + x^4*y + x^3*y + x^3 + x^2*y + x + y^2 + y]
[[ 2, 6, 8, 18, 42, 66 ],'<2, 1>',x^14 + x^10 + x^9 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^2 + x*y + x + y^2 + y]
[[ 2, 6, 8, 18, 42, 66 ],'<2, 1>',x^14 + x^10 + x^9 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^3*y + x^2 + x + y^2 + y + 1]
[[ 2, 6, 8, 18, 42, 66 ],'<2, 1>',x^14 + x^12 + x^9 + x^7*y + x^6 + x^5 + x^4*y + x^4 + x^3*y + x^3 + x^2*y + x^2 + x + y^2 + y]
[[ 2, 10, 14, 34, 32, 82 ],'<2, 1>',x^14 + x^13 + x^12 + x^8 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^3 + x*y + y^2 + y + 1]
[[ 4, 10, 10, 18, 34, 82 ],'<2, 1>',x^13 + x^11 + x^9 + x^7*y + x^7 + x^6 + x^5 + x^3 + x^2 + x*y + x + y^2 + y]
[[ 4, 10, 10, 18, 34, 82 ],'<2, 1>',x^12 + x^9 + x^8 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^3*y + x^3 + x + y^2 + y + 1]
[[ 4, 10, 10, 18, 34, 82 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^7 + x^4*y + x^4 + x^3*y + x^2*y + x^2 + y^2 + y]
[[ 2, 10, 2, 18, 42, 94 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^7*y + x^7 + x^6 + x^5 + x^3 + x^2 + x*y + y^2 + y]
[[ 2, 10, 2, 18, 42, 94 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^6 + x^5 + x^4 + x^3 + x*y + y^2 + y + 1]
[[ 2, 10, 2, 18, 42, 94 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^7*y + x^7 + x^6 + x^5 + x^4*y + x^4 + x^3*y + x^2*y + x + y^2 + y + 1]
[[ 4, 6, 16, 26, 44, 66 ],'<2, 1>',x^14 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^4 + x^3 + x^2 + x*y + x + y^2 + y]
[[ 4, 6, 16, 26, 44, 66 ],'<2, 1>',x^14 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^5 + x^4 + x^3*y + x^3 + x^2 + y^2 + y]
[[ 4, 6, 16, 26, 44, 66 ],'<2, 1>',x^13 + x^12 + x^9 + x^7*y + x^7 + x^6 + x^5 + x^4*y + x^4 + x^3*y + x^3 + x^2*y + x + y^2 + y]
[[ 6, 6, 18, 26, 26, 78 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^5 + x^3 + x^2 + x*y + x + y^2 + y]
[[ 0, 6, 12, 18, 40, 78 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^4 + x^3 + x*y + x + y^2 + y + 1]
[[ 0, 6, 6, 26, 20, 66 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^3 + x^2 + x*y + x + y^2 + y + 1]
[[ 0, 6, 6, 26, 20, 66 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^4*y + x^4 + x^3*y + x^2*y + x^2 + x + y^2 + y + 1]
[[ 0, 6, 6, 18, 30, 78 ],'<2, 1>',x^14 + x^13 + x^10 + x^7*y + x^6 + x^5 + x*y + x + y^2 + y + 1]
[[ 0, 6, 6, 18, 30, 78 ],'<2, 1>',x^14 + x^12 + x^10 + x^9 + x^8 + x^7*y + x^7 + x^4 + x^3*y + x^3 + y^2 + y + 1]
[[ 0, 6, 6, 18, 30, 78 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^6 + x^5 + x^4*y + x^3*y + x^2*y + x^2 + y^2 + y + 1]
[[ 6, 10, 12, 10, 36, 106 ],'<2, 1>',x^12 + x^8 + x^7*y + x^6 + x^5 + x^2 + x*y + x + y^2 + y]
[[ 6, 10, 12, 10, 36, 106 ],'<2, 1>',x^12 + x^11 + x^9 + x^7*y + x^7 + x^6 + x^5 + x^3*y + y^2 + y]
[[ 0, 6, 6, 18, 40, 78 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^4 + x^3 + x^2 + x*y + y^2 + y + 1]
[[ 4, 10, 10, 18, 44, 58 ],'<2, 1>',x^14 + x^13 + x^10 + x^9 + x^8 + x^7*y + x^6 + x^4 + x*y + x + y^2 + y]
[[ 4, 10, 10, 18, 44, 58 ],'<2, 1>',x^13 + x^9 + x^8 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^3*y + x^3 + x^2 + y^2 + y]
[[ 6, 10, 6, 26, 46, 58 ],'<2, 1>',x^13 + x^12 + x^11 + x^7*y + x^7 + x^6 + x*y + x + y^2 + y]
[[ 0, 6, 0, 26, 40, 78 ],'<2, 1>',x^14 + x^13 + x^12 + x^10 + x^9 + x^7*y + x^4 + x^3 + x*y + x + y^2 + y + 1]
[[ 0, 10, 6, 18, 20, 46 ],'<2, 1>',x^14 + x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^4 + x^2 + x*y + x + y^2 + y + 1]
[[ 0, 6, 12, 34, 30, 78 ],'<2, 1>',x^14 + x^13 + x^11 + x^10 + x^9 + x^7*y + x^6 + x^3 + x*y + x + y^2 + y + 1]
[[ 2, 6, 2, 10, 32, 90 ],'<2, 1>',x^13 + x^12 + x^10 + x^9 + x^8 + x^7*y + x^7 + x^5 + x^4 + x^3 + x*y + x + y^2 + y + 1]
[[ 6, 6, 6, 34, 36, 78 ],'<2, 1>',x^13 + x^8 + x^7*y + x^5 + x^4 + x^3 + x*y + x + y^2 + y]
[[ 2, 10, 8, 26, 42, 70 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^6 + x^3 + x^2 + x*y + x + y^2 + y + 1]
[[ 2, 10, 8, 26, 42, 70 ],'<2, 1>',x^14 + x^13 + x^12 + x^9 + x^7*y + x^7 + x^6 + x^5 + x^4 + x^2 + x*y + y^2 + y]
[[ 2, 10, 8, 26, 42, 70 ],'<2, 1>',x^14 + x^10 + x^9 + x^7*y + x^7 + x^6 + x^4 + x^3*y + x^3 + x^2 + x + y^2 + y + 1]
[[ 6, 6, 12, 26, 56, 78 ],'<2, 1>',x^11 + x^9 + x^7*y + x^6 + x^4 + x^3 + x*y + x + y^2 + y]
[[ 6, 6, 12, 34, 46, 66 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^5 + x^4 + x^3 + x*y + x + y^2 + y]
[[ 2, 10, 8, 26, 22, 82 ],'<2, 1>',x^9 + x^8 + x^7*y + x^7 + x^6 + x^2 + x*y + x + y^2 + y + 1]
[[ 2, 10, 8, 26, 22, 82 ],'<2, 1>',x^13 + x^10 + x^8 + x^7*y + x^7 + x^6 + x^5 + x^4*y + x^3*y + x^2*y + y^2 + y + 1]
[[ 2, 6, 14, 34, 32, 102 ],'<2, 1>',x^13 + x^12 + x^11 + x^10 + x^9 + x^8 + x^7*y + x^7 + x^4 + x^3 + x*y + x + y^2 + y + 1]
